"filename", "language", "HTML", "JSON", "PHP", "Markdown", "JavaScript", "CSS", "XML", "YAML", "SCSS", "Ruby", "Less", "Pug", "comment", "blank", "total"
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\dropify-init.js", "JavaScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\easy-pie-chart-init.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\echarts-init.js", "JavaScript", 0, 0, 0, 0, 623, 0, 0, 0, 0, 0, 0, 0, 16, 60, 699
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\editor-ck-init.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\editor-tinymice-init.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\email-editor-init.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\footable-init.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\form-bootstrap-validate-init.js", "JavaScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 4, 12, 38
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\form-pickers-init.js", "JavaScript", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 6, 21, 108
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\fullcalendar-init.js", "JavaScript", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\highcharts-init.js", "JavaScript", 0, 0, 0, 0, 351, 0, 0, 0, 0, 0, 0, 0, 4, 39, 394
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\icheck.init.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\jquery-asColorPicker.init.js", "JavaScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 1, 12
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\jquery-countto-init.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\jquery-steps-init.js", "JavaScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 9, 5, 46
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\jquery.bootgrid-init.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\jquery.flot.init.js", "JavaScript", 0, 0, 0, 0, 646, 0, 0, 0, 0, 0, 0, 0, 5, 35, 686
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\jquery.validate-init.js", "JavaScript", 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 8, 142
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\jqvmap-init.js", "JavaScript", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 10, 61
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\jsgrid-init.js", "JavaScript", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 1, 10, 51
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\jstree-init.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 14, 18
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\justgage.init.js", "JavaScript", 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\knob.init.js", "JavaScript", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 8, 16, 104
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\magnific-popup-init.js", "JavaScript", 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 2, 27, 127
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\material-date-picker-init.js", "JavaScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 3, 23
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\morris-init.js", "JavaScript", 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 5, 24, 295
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\nestable.init.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\nouislider-init.js", "JavaScript", 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 24, 34, 213
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\nouislider-ticket-init.js", "JavaScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 7, 20
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\owl-carousel-init.js", "JavaScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\peitychart.init.js", "JavaScript", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 34, 103
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\pickadate-init.js", "JavaScript", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 13, 14, 76
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\pickatime-init.js", "JavaScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 5, 8, 34
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\pignose.init.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\pricint-switch-init.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\quill-init.js", "JavaScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\repeater-init.js", "JavaScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 20, 41
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\rickshaw-init.js", "JavaScript", 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 3, 29, 137
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\select2-init.js", "JavaScript", 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 0, 0, 53, 91, 385
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\shepherd-init.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 12, 101
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\smartwizard-init.js", "JavaScript", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 11, 14, 71
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\sparkline.init.js", "JavaScript", 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 6, 21, 130
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\summernote-init.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\sweetalert.init.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\switchery-init.js", "JavaScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 4, 23
"c:\xampp\htdocs\exMed\assets\quixlab\js\plugins-init\toastr.init.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\exMed\assets\quixlab\js\settings.js", "JavaScript", 0, 0, 0, 0, 245, 0, 0, 0, 0, 0, 0, 0, 0, 16, 261
"c:\xampp\htdocs\exMed\assets\quixlab\js\styleSwitcher.js", "JavaScript", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 5, 23, 95
"c:\xampp\htdocs\exMed\assets\quixlab\layout-blank.html", "HTML", 362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 26, 445
"c:\xampp\htdocs\exMed\assets\quixlab\layout-boxed.html", "HTML", 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 34, 491
"c:\xampp\htdocs\exMed\assets\quixlab\layout-compact-nav.html", "HTML", 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 33, 490
"c:\xampp\htdocs\exMed\assets\quixlab\layout-dark.html", "HTML", 362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 26, 445
"c:\xampp\htdocs\exMed\assets\quixlab\layout-fixed-header.html", "HTML", 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 34, 491
"c:\xampp\htdocs\exMed\assets\quixlab\layout-fixed-sidebar.html", "HTML", 401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 32, 490
"c:\xampp\htdocs\exMed\assets\quixlab\layout-horizontal.html", "HTML", 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 32, 489
"c:\xampp\htdocs\exMed\assets\quixlab\layout-light.html", "HTML", 362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 26, 445
"c:\xampp\htdocs\exMed\assets\quixlab\layout-one-column.html", "HTML", 371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 25, 453
"c:\xampp\htdocs\exMed\assets\quixlab\layout-two-column.html", "HTML", 378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 25, 460
"c:\xampp\htdocs\exMed\assets\quixlab\layout-vertical.html", "HTML", 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 32, 489
"c:\xampp\htdocs\exMed\assets\quixlab\layout-wide.html", "HTML", 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 33, 490
"c:\xampp\htdocs\exMed\assets\quixlab\page-error-400.html", "HTML", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 21, 125
"c:\xampp\htdocs\exMed\assets\quixlab\page-error-403.html", "HTML", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 21, 125
"c:\xampp\htdocs\exMed\assets\quixlab\page-error-404.html", "HTML", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 23, 127
"c:\xampp\htdocs\exMed\assets\quixlab\page-error-500.html", "HTML", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 21, 125
"c:\xampp\htdocs\exMed\assets\quixlab\page-error-503.html", "HTML", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 21, 125
"c:\xampp\htdocs\exMed\assets\quixlab\page-lock.html", "HTML", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 19, 75
"c:\xampp\htdocs\exMed\assets\quixlab\page-login.html", "HTML", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 82
"c:\xampp\htdocs\exMed\assets\quixlab\page-register.html", "HTML", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 87
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\amcharts.js", "JavaScript", 0, 0, 0, 0, 403, 0, 0, 0, 0, 0, 0, 0, 0, 1, 404
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\ammap.js", "JavaScript", 0, 0, 0, 0, 318, 0, 0, 0, 0, 0, 0, 0, 0, 1, 319
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\amstock.js", "JavaScript", 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 1, 108
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRectBig.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRectBigBlack.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRectBigBlackH.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRectBigH.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRectSmall.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRectSmallBlack.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRectSmallBlackH.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRectSmallH.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRoundBig.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRoundBigBlack.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRoundBigBlackH.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRoundBigH.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRoundSmall.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRoundSmallBlack.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRoundSmallBlackH.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\dragIconRoundSmallH.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\eraserIcon.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\eraserIconH.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\lens.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\lensWhite.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\pencilIcon.svg", "XML", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\pencilIconH.svg", "XML", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\xIcon.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\images\xIconH.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\pie.js", "JavaScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\plugins\dataloader.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\plugins\export.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\plugins\export\libs\FileSaver.js\FileSaver.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\plugins\export\libs\fabric.js\fabric.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\plugins\export\libs\jszip\jszip.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\plugins\export\libs\pdfmake\pdfmake.min.js", "JavaScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 2, 1, 32
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\plugins\export\libs\pdfmake\vfs_fonts.js", "JavaScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\plugins\export\libs\xlsx\xlsx.min.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\serial.js", "JavaScript", 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 1, 97
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\amcharts\worldLow.js", "JavaScript", 0, 0, 0, 0, 897, 0, 0, 0, 0, 0, 0, 0, 2, 0, 899
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\animate\animate.min.css", "CSS", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 7, 2, 11
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\block-ui\blockUI.jquery.json", "JSON", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 35
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\block-ui\bower.json", "JSON", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\block-ui\composer.json", "JSON", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\block-ui\jquery.blockUI.js", "JavaScript", 0, 0, 0, 0, 427, 0, 0, 0, 0, 0, 0, 0, 103, 96, 626
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\block-ui\package.json", "JSON", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 68
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-colorpicker\css\bootstrap-colorpicker.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 1, 10
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-colorpicker\js\bootstrap-colorpicker.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 10
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-datepicker\bootstrap-datepicker.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 1, 7
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-datepicker\bootstrap-datepicker.min.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 5, 1, 8
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-datepicker\dist\css\bootstrap-datepicker.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 1, 7
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-datepicker\dist\js\bootstrap-datepicker.min.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 5, 1, 8
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-daterangepicker\daterangepicker.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-daterangepicker\daterangepicker.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\css\fileinput-rtl.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 11, 0, 12
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\css\fileinput.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 11, 1, 13
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\fileinput.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 0, 11
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\LANG.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 10, 1, 100
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\ar.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 11, 2, 102
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\az.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 11, 2, 102
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\bg.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 10, 2, 101
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\ca.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 10, 2, 101
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\cr.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 11, 2, 102
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\cs.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 10, 2, 101
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\da.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 10, 2, 101
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\de.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 8, 2, 99
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\el.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 10, 2, 101
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\es.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 10, 2, 101
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\et.js", "JavaScript", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 10, 1, 99
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\fa.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 11, 2, 102
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\fi.js", "JavaScript", 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 10, 3, 92
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\fr.js", "JavaScript", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 10, 2, 100
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\gl.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 10, 2, 101
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\he.js", "JavaScript", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 11, 2, 97
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\hu.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 10, 2, 101
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\id.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 11, 2, 102
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\it.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 12, 2, 103
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\ja.js", "JavaScript", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 17, 2, 110
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\bootstrap-fileinput\js\locales\ka.js", "JavaScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 11, 2, 102
