"filename", "language", "HTML", "JSON", "PHP", "Markdown", "JavaScript", "CSS", "XML", "YAML", "SCSS", "Ruby", "Less", "Pug", "comment", "blank", "total"
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\lang\sq.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\lang\sr-latn.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\lang\sr.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\lang\sv.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\lang\th.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\lang\tr.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\lang\tt.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\lang\ug.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\lang\uk.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\lang\vi.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\lang\zh-cn.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\lang\zh.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\forms\plugin.js", "JavaScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 4, 0, 14
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\dialogs\iframe.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 0, 10
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\af.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\ar.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\az.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\bg.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\bn.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\bs.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\ca.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\cs.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\cy.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\da.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\de-ch.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\de.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\el.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\en-au.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\en-ca.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\en-gb.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\en.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\eo.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\es-mx.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\es.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\et.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\eu.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\fa.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\fi.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\fo.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\fr-ca.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\fr.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\gl.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\gu.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\he.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\hi.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\hr.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\hu.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\id.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\is.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\it.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\ja.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\ka.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\km.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\ko.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\ku.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\lt.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\lv.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\mk.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\mn.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\ms.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\nb.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\nl.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\no.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\oc.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\pl.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\pt-br.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\pt.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\ro.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\ru.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\si.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\sk.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\sl.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\sq.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\sr-latn.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\sr.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\sv.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\th.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\tr.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\tt.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\ug.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\uk.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\vi.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\zh-cn.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\lang\zh.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframe\plugin.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0, 8
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\iframedialog\plugin.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0, 8
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\dialogs\image2.js", "JavaScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 4, 0, 15
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\af.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\ar.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\az.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\bg.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\bn.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\bs.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\ca.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\cs.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\cy.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\da.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\de-ch.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\de.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\el.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\en-au.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\en-ca.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\en-gb.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\en.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\eo.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\es-mx.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\es.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\et.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\eu.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\fa.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\fi.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\fo.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\fr-ca.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\fr.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\gl.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\gu.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\he.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\hi.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\hr.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\hu.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\id.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\is.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\it.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\ja.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\ka.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\km.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\ko.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\ku.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\lt.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\lv.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\mk.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\mn.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\ms.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\nb.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\exMed\assets\quixlab\plugins\ckeditor\plugins\image2\lang\nl.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
